program_id,program_name,employee_first_name,employee_last_name,business_unit_corporate_function,location,career_grade,talent_review_status,number_of_years_with_business,gender,ethnicity,nps_score,nps_comments
521,Lead to Succeed,Luna,Thistlethwaite,Assessment & Qualifications,"North America, United States",D,Ready now,11 + years,Male,White,1.0,
521,Lead to Succeed,Stepanie,Hanlon,English Language Learning,"North America, United States",F,Aspire to move,3 - 5 years,Male,White,1.0,
521,Lead to Succeed,Janna,Ellam,Assessment & Qualifications,"North America, Canada",F,Ready now,Less than 2 years,Female,White,4.0,The program was nice - I'm glad I got to be involved
521,Lead to Succeed,Marion,Weldon,Assessment & Qualifications,"North America, United States",D,Ready in 1 year,11 + years,Female,White,0.0,
521,Lead to Succeed,Cyndi,Tasker,Virtual Online Learning,"North America, Canada",D,Aspire to move,6 - 10 years,Female,Prefer not to say,2.0,
521,Lead to Succeed,Elbert,Ranks,Virtual Online Learning,"North America, United States",F,Ready in 1 year,6 - 10 years,Male,White,3.0,
521,Lead to Succeed,Marcie,Barlow,Assessment & Qualifications,"North America, United States",F,Ready now,11 + years,Male,White,2.0,
521,Lead to Succeed,Taina,Gibbins,Assessment & Qualifications,"North America, United States",D,Ready now,Less than 2 years,Male,White,7.0,I liked being involved in this
521,Lead to Succeed,Glenda,Thorne,Higher Education,"North America, United States",H,Ready in 1 year,11 + years,Male,White,0.0,I can't see how I would use this in my day to day
521,Lead to Succeed,Ruthann,Biggs,Higher Education,"North America, Canada",F,Ready in 1 year,6 - 10 years,Female,Other,4.0,
521,Lead to Succeed,Joie,Rogerson,English Language Learning,"North America, United States",E,Aspire to move,Less than 2 years,Prefer not to say,White,2.0,
521,Lead to Succeed,Darrell,Davison,Legal,Northern Ireland,D,Aspire to move,11 + years,Female,White,3.0,
521,Lead to Succeed,Oliver,Paige,Assessment & Qualifications,"North America, United States",D,Performing to standard,Less than 2 years,Male,White,4.0,"The facilitators did a good job keeping people engaged online.  I would have liked more interaction during the sessions, though."
521,Lead to Succeed,Lakita,Pegg,Virtual Online Learning,"North America, United States",E,Aspire to move,6 - 10 years,Male,White,1.0,
521,Lead to Succeed,Mae,Upjohn,Assessment & Qualifications,"North America, United States",F,Aspire to move,3 - 5 years,Female,White,3.0,
521,Lead to Succeed,Lila,Tompkins,Corporate Marketing & Comms,Northern Ireland,E,Performing to standard,Less than 2 years,Male,White,2.0,
521,Lead to Succeed,Hertha,Kreyling,Strategy,"North America, United States",D,Ready in 1 year,Less than 2 years,Female,White,1.0,
521,Lead to Succeed,Laurie,Baxter,English Language Learning,"North America, United States",D,Ready in 1 year,Less than 2 years,Other,White,2.0,
521,Lead to Succeed,Tanya,Nightingale,English Language Learning,Europe,E,Performing to standard,11 + years,Female,White,3.0,
521,Lead to Succeed,Alphonse,Daniel,Higher Education,United Kingdom,E,Aspire to move,11 + years,Other,White,7.0,
521,Lead to Succeed,Marion,Clark,Virtual Online Learning,United Kingdom,G,Ready in 1 year,3 - 5 years,Male,White,0.0,I liked some of the content and it was nice meeting other colleagues from across the business.  Not sure how applicable this was.
521,Lead to Succeed,Anastacia,Coates,Higher Education,United Kingdom,E,Ready now,6 - 10 years,Female,White,3.0,
521,Lead to Succeed,Dagmar,Wolf,Workforce Skills,United Kingdom,E,Ready now,11 + years,Male,White,0.0,
521,Lead to Succeed,Stephani,Parkes,Higher Education,"North America, United States",F,Ready in 1 year,6 - 10 years,Female,White,2.0,
521,Lead to Succeed,Evette,Kinder,English Language Learning,"North America, United States",D,Ready in 1 year,Less than 2 years,Male,White,0.0,
521,Lead to Succeed,Madalene,Barron,English Language Learning,"North America, United States",E,Ready now,Less than 2 years,Male,White,1.0,
521,Lead to Succeed,Ching,Lyes,Higher Education,"North America, United States",E,Ready now,11 + years,Female,White,0.0,
521,Lead to Succeed,Le,Kilmurry,Legal,"North America, United States",D,Aspire to move,3 - 5 years,Female,White,4.0,
521,Lead to Succeed,Bobby,Crew,Legal,"North America, United States",F,Aspire to move,Less than 2 years,Male,White,1.0,
521,Lead to Succeed,Isadora,Adsett,Higher Education,"North America, United States",D,Aspire to move,11 + years,Male,White,3.0,
521,Lead to Succeed,Becki,Budd,Assessment & Qualifications,"North America, Canada",E,Aspire to move,6 - 10 years,Female,White,2.0,
521,Lead to Succeed,Alberta,Dalton,Higher Education,Europe,F,Ready in 1 year,3 - 5 years,Female,White,2.0,Speakers were good and liked meeting people from different parts of Pearson
521,Lead to Succeed,Isela,Bear,Higher Education,"North America, United States",E,Ready now,11 + years,Male,Prefer not to say,0.0,
521,Lead to Succeed,Regina,Elstone,Corporate Marketing & Comms,United Kingdom,D,Ready now,3 - 5 years,Male,White,1.0,
521,Lead to Succeed,Emilie,Sullivan,Assessment & Qualifications,"North America, Canada",F,Aspire to move,11 + years,Male,White,1.0,
521,Lead to Succeed,Shayne,Redin,English Language Learning,"North America, United States",F,Ready in 1 year,6 - 10 years,Female,White,1.0,
521,Lead to Succeed,Georgetta,Wateridge,Legal,United Kingdom,E,Ready now,6 - 10 years,Female,Black,3.0,
521,Lead to Succeed,Charlette,Ewart,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,11 + years,Female,White,0.0,
521,Lead to Succeed,Cecile,Mack,Corporate Marketing & Comms,"North America, United States",E,Ready now,6 - 10 years,Prefer not to say,White,3.0,
521,Lead to Succeed,Sebrina,Mortimer,Virtual Online Learning,"North America, United States",F,Performing to standard,3 - 5 years,Female,White,4.0,
521,Lead to Succeed,Mandy,Shakespeare,Virtual Online Learning,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,White,3.0,
521,Lead to Succeed,Cristopher,Mctaggart,Assessment & Qualifications,"North America, Canada",D,Performing to standard,3 - 5 years,Male,White,3.0,
521,Lead to Succeed,Cornell,Kennell,Higher Education,"North America, United States",E,Aspire to move,11 + years,Male,White,0.0,
521,Lead to Succeed,Delaine,Milner,Assessment & Qualifications,"North America, United States",E,Ready in 1 year,Less than 2 years,Female,White,2.0,This program took up a lot of time.  I think it would have been good if it was half the time it actually was - a week was way too much
521,Lead to Succeed,Etta,Tompkin,Higher Education,"North America, United States",D,Ready now,Less than 2 years,Female,White,3.0,
521,Lead to Succeed,Onita,Chidlow,English Language Learning,United Kingdom,D,Performing to standard,11 + years,Male,White,0.0,
521,Lead to Succeed,Kermit,Crossland,Virtual Online Learning,"North America, United States",D,Aspire to move,11 + years,Male,White,4.0,
521,Lead to Succeed,Starla,Tarrant,Human Resources,"North America, United States",D,Ready in 1 year,Less than 2 years,Male,White,8.0,I loved this program - I thought the speakers were really inspiring.
521,Lead to Succeed,Derek,Marshall,Higher Education,"North America, United States",F,Ready now,Less than 2 years,Prefer not to say,White,4.0,
521,Lead to Succeed,Sharell,Veasey,Assessment & Qualifications,"North America, United States",E,Ready now,11 + years,Male,White,4.0,
521,Lead to Succeed,Sarah,Black,Assessment & Qualifications,United Kingdom,E,Performing to standard,6 - 10 years,Male,White,1.0,Thank you for including me
521,Lead to Succeed,Herb,Islam,Corporate Marketing & Comms,"North America, United States",E,Aspire to move,Less than 2 years,Male,White,1.0,
521,Lead to Succeed,Eartha,Core,Corporate Marketing & Comms,Northern Ireland,D,Aspire to move,11 + years,Male,White,4.0,
521,Lead to Succeed,Sigrid,Southern,Assessment & Qualifications,"North America, United States",G,Ready in 1 year,Less than 2 years,Female,White,2.0,I think this would have really helped me 3 years ago; not sure it's applicable now.
521,Lead to Succeed,Mona,Elmore,Finance,"North America, United States",F,Ready now,3 - 5 years,Female,Prefer not to say,3.0,
521,Lead to Succeed,Rebbecca,Prendergast,English Language Learning,"North America, United States",E,Aspire to move,11 + years,Prefer not to say,White,3.0,
521,Lead to Succeed,Denna,Eyett,Human Resources,United Kingdom,D,Aspire to move,11 + years,Female,Black,3.0,
521,Lead to Succeed,Chung,Whitlock,Human Resources,"North America, United States",F,Aspire to move,Less than 2 years,Male,White,6.0,
521,Lead to Succeed,Elisha,Boland,Assessment & Qualifications,Europe,D,Ready in 1 year,6 - 10 years,Male,White,4.0,
221,Mck Asian Leadership,Leota,Curley,Legal,"North America, United States",D,Aspire to move,6 - 10 years,Male,Asian,10.0,Thank you for running this program - I love it
221,Mck Asian Leadership,Nickole,Hutchinson,CPO/DTC,"North America, United States",E,Ready in 1 year,6 - 10 years,Male,Asian,5.0,
221,Mck Asian Leadership,Dina,Patel,Workforce Skills,"North America, Canada",D,Aspire to move,6 - 10 years,Male,Asian,7.0,
221,Mck Asian Leadership,Jina,Everett,Human Resources,United Kingdom,D,Aspire to move,11 + years,Male,Asian,5.0,
221,Mck Asian Leadership,Val,Garvey,Strategy,East Asia,D,Ready now,6 - 10 years,Male,Asian,8.0,
221,Mck Asian Leadership,Marta,Spiller,Human Resources,"North America, United States",E,Aspire to move,Less than 2 years,Female,Asian,8.0,Loved building my network outside of Pearson - could we do more to build network with fellow Asians within Pearson?
221,Mck Asian Leadership,Pearl,Ramsay,Corporate Marketing & Comms,West Asia,E,Performing to standard,11 + years,Male,Asian,6.0,
221,Mck Asian Leadership,Terresa,Gooch,Higher Education,West Asia,D,Aspire to move,3 - 5 years,Male,Asian,9.0,
221,Mck Asian Leadership,Halina,Tinker,Human Resources,East Asia,E,Ready in 1 year,6 - 10 years,Female,Asian,9.0,
221,Mck Asian Leadership,Carmelita,Floss,Workforce Skills,"North America, Canada",E,Ready now,6 - 10 years,Prefer not to say,Asian,5.0,Thank you for a wonderful experience
221,Mck Asian Leadership,Elijah,Nettleton,Corporate Marketing & Comms,West Asia,E,Performing to standard,6 - 10 years,Male,Asian,10.0,
221,Mck Asian Leadership,Alysha,Batchelor,Virtual Online Learning,"North America, Canada",F,Ready in 1 year,11 + years,Female,Asian,10.0,
221,Mck Asian Leadership,Rachal,Chase,Corporate Marketing & Comms,China,F,Ready in 1 year,6 - 10 years,Male,Asian,7.0,I wish this program had more visibility across the company - my manager forgot I was even on it
221,Mck Asian Leadership,Alfreda,Elbutt,Corporate Marketing & Comms,West Asia,D,Aspire to move,3 - 5 years,Female,Asian,8.0,
221,Mck Asian Leadership,Anjanette,Mcfarlane,English Language Learning,East Asia,E,Performing to standard,6 - 10 years,Male,Asian,9.0,
221,Mck Asian Leadership,Mathilde,Collett,English Language Learning,"North America, United States",F,Performing to standard,3 - 5 years,Prefer not to say,Asian,9.0,
221,Mck Asian Leadership,Laurine,Aldridge,Human Resources,"North America, Canada",F,Ready in 1 year,11 + years,Female,Asian,8.0,
221,Mck Asian Leadership,Austin,Passmore,CPO/DTC,West Asia,D,Ready in 1 year,11 + years,Male,Asian,6.0,
221,Mck Asian Leadership,Danyell,Roussel,Higher Education,China,D,Performing to standard,11 + years,Female,Asian,10.0,
221,Mck Asian Leadership,Edda,Bob,English Language Learning,Europe,D,Performing to standard,3 - 5 years,Male,Asian,5.0,
221,Mck Asian Leadership,Magaly,Rickards,Finance,West Asia,D,Performing to standard,3 - 5 years,Male,Asian,9.0,
221,Mck Asian Leadership,Berta,Keilty,Corporate Marketing & Comms,South Asia,D,Ready in 1 year,3 - 5 years,Male,Asian,5.0,
121,McK Black Leadership,Lorena,Ballantyne,English Language Learning,"North America, United States",D,Ready now,6 - 10 years,Male,Black,9.0,I loved this program
121,McK Black Leadership,Novella,Thomason,English Language Learning,"North America, United States",E,Ready now,6 - 10 years,Male,Black,10.0,
121,McK Black Leadership,Lyndsay,Patterson,Assessment & Qualifications,"North America, United States",D,Ready in 1 year,3 - 5 years,Male,Black,9.0,Facilitators were amazing; so inspiring building my network and meeting leaders who look like me
121,McK Black Leadership,Harriette,Emmerson,Higher Education,"North America, United States",D,Ready now,6 - 10 years,Male,Black,6.0,I would have liked to see more Pearson leaders openly promote this program.  Why is it hidden to the rest of the company?
121,McK Black Leadership,Luz,Appleton,Finance,"North America, United States",D,Aspire to move,11 + years,Female,Black,5.0,
121,McK Black Leadership,Modesta,Odriscoll,Higher Education,Europe,D,Ready in 1 year,3 - 5 years,Other,Black,5.0,
121,McK Black Leadership,Georgetta,Wateridge,Legal,United Kingdom,E,Ready now,6 - 10 years,Female,Black,10.0,Amazing program - I wish I could have gotten to know the other Pearson participants better
121,McK Black Leadership,Abbie,Bourne,Human Resources,United Kingdom,F,Ready in 1 year,3 - 5 years,Prefer not to say,Black,7.0,
121,McK Black Leadership,Clare,Alvey,Assessment & Qualifications,"North America, Canada",E,Ready in 1 year,6 - 10 years,Other,Black,10.0,
121,McK Black Leadership,Arlen,Moriarty,Assessment & Qualifications,United Kingdom,D,Aspire to move,3 - 5 years,Male,Black,9.0,It says a lot that Pearson is running this program - thank you; it makes me know I'm working for the right place
121,McK Black Leadership,Iris,Ware,Higher Education,Europe,F,Performing to standard,3 - 5 years,Female,Black,10.0,I wish I would have had this program when I was a lower-level manager.  It would have made me realize I could be a leader and perhaps it wouldn't have taken so long for me to get where I am.
121,McK Black Leadership,Denna,Eyett,Human Resources,United Kingdom,D,Aspire to move,11 + years,Female,Black,9.0,
121,McK Black Leadership,Jonelle,Allport,Human Resources,United Kingdom,E,Ready now,3 - 5 years,Female,Black,10.0,
